FDC_FDP,Type,Description,Parent Site,City,House No,Floor No,Street Type,Street Name,Section,Building,Postcode,State,Country,Latitude,Longitude,Site Inst ID,Status,Google Maps Link,Source File,Duplicate Source Files,Source_File
RNU_C002M,FDC,MINI FDC,RNU,RANAU,,,JALAN,PORING,KAMPUNG PORING,,89308.0,SABAH,MALAYSIA,6.041438298,116.7075264,5320932,In Service,"https://www.google.com/maps?q=6.041438298,116.7075264",RNU_C002M.csv,,
RNU_C002M_DP0001,DP,DP,RNU,RANAU,,,JALAN,PORING,KAMPUNG PORING,,89308.0,SABAH,MALAYSIA,6.040974674,116.7101683,5320939,In Service,"https://www.google.com/maps?q=6.040974674,116.7101683",RNU_C002M.csv,,
RNU_C002M_DP0002,DP,DP,RNU,RANAU,,2,JALAN,PORING,KAMPUNG PORING,,89308.0,SABAH,MALAYSIA,6.041694385,116.7062501,5367900,In Service,"https://www.google.com/maps?q=6.041694385,116.7062501",RNU_C002M.csv,,
RNU_C002M_DP0003,DP,DP,RNU,RANAU,19,,JALAN,PORING,KAMPUNG PORING,,89308.0,SABAH,MALAYSIA,6.034603986,116.7177984,6529690,In Service,"https://www.google.com/maps?q=6.034603986,116.7177984",RNU_C002M.csv,,
RNU_C002M_DP0004,DP,DP,RNU,RANAU,33,,JALAN,PORING,KAMPUNG PORING,,89308.0,SABAH,MALAYSIA,6.045580912,116.703805,6529902,In Service,"https://www.google.com/maps?q=6.045580912,116.703805",RNU_C002M.csv,,
RNU_C002M_DP0005,DP,DP,RNU,RANAU,41,,JALAN,PORING,KAMPUNG PORING,,89308.0,SABAH,MALAYSIA,6.043845152,116.7034551,6529906,In Service,"https://www.google.com/maps?q=6.043845152,116.7034551",RNU_C002M.csv,,
RNU_C002M_DP0006,DP,DP,RNU,RANAU,51,,JALAN,PORING,KAMPUNG PORING,,89308.0,SABAH,MALAYSIA,6.041029859,116.7100839,6730777,In Service,"https://www.google.com/maps?q=6.041029859,116.7100839",RNU_C002M.csv,,
RNU_C002M_DP0007,DP,DP,RNU,RANAU,61,,JALAN,PORING,KAMPUNG PORING,,89308.0,SABAH,MALAYSIA,6.041418105,116.7080926,6730791,In Service,"https://www.google.com/maps?q=6.041418105,116.7080926",RNU_C002M.csv,,
RNU_C002M_DP003A,FTB,DP,RNU,RANAU,23,,JALAN,PORING,KAMPUNG PORING,,89308.0,SABAH,MALAYSIA,6.033810112,116.7212547,6730879,In Service,"https://www.google.com/maps?q=6.033810112,116.7212547",RNU_C002M.csv,,
RNU_C002M_DP004A,FTB,DP,RNU,RANAU,37,,JALAN,PORING,KAMPUNG PORING,HOTSPRING,89308.0,SABAH,MALAYSIA,6.047316804,116.7036973,6730926,In Service,"https://www.google.com/maps?q=6.047316804,116.7036973",RNU_C002M.csv,,
RNU_C002M_DP005A,FTB,DP,RNU,RANAU,45,,JALAN,PORING,KAMPUNG PORING,KWARTERS HOTSPRING,89308.0,SABAH,MALAYSIA,6.042939812,116.7026578,6730895,In Service,"https://www.google.com/maps?q=6.042939812,116.7026578",RNU_C002M.csv,,
RNU_C003M,FDC,MINI FDC,RNU,RANAU,BERDEKATAN MSAN CABINET,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN,,89308.0,SABAH,MALAYSIA,5.99854405,116.7177298,5313819,In Service,"https://www.google.com/maps?q=5.99854405,116.717729822",RNU_C003M.csv,,
RNU_C003M_DP0001,DP,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN,SK LOHAN,89308.0,SABAH,MALAYSIA,5.998595176,116.7189625,5314016,In Service,"https://www.google.com/maps?q=5.998595176,116.718962541",RNU_C003M.csv,,
RNU_C003M_DP0002,DP,DP,RNU,RANAU,1,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN,SK LOHAN,89308.0,SABAH,MALAYSIA,5.997745407,116.7160756,5323642,In Service,"https://www.google.com/maps?q=5.997745407,116.716075645",RNU_C003M.csv,,
RNU_C003M_DP0003,DP,DP,RNU,RANAU,17,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,6.0050898,116.7250349,6982217,In Service,"https://www.google.com/maps?q=6.0050898,116.725034949",RNU_C003M.csv,,
RNU_C003M_DP0004,DP,DP,RNU,RANAU,24,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,6.004061992,116.7269458,6982221,In Service,"https://www.google.com/maps?q=6.004061992,116.726945753",RNU_C003M.csv,,
RNU_C003M_DP0005,DP,DP,RNU,RANAU,41,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,6.00318349,116.728006,6982224,In Service,"https://www.google.com/maps?q=6.00318349,116.72800598",RNU_C003M.csv,,
RNU_C003M_DP0006,DP,DP,RNU,RANAU,49,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,6.002677292,116.7275975,6982225,In Service,"https://www.google.com/maps?q=6.002677292,116.727597516",RNU_C003M.csv,,
RNU_C003M_DP0007,DP,DP,RNU,RANAU,57,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,6.00079676,116.7282721,6982227,In Service,"https://www.google.com/maps?q=6.00079676,116.728272057",RNU_C003M.csv,,
RNU_C003M_DP0008,DP,DP,RNU,RANAU,65,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,6.001408179,116.7262456,6982230,In Service,"https://www.google.com/maps?q=6.001408179,116.726245641",RNU_C003M.csv,,
RNU_C003M_DP0009,DP,DP,RNU,RANAU,73,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,6.00324156,116.724851,6982232,In Service,"https://www.google.com/maps?q=6.00324156,116.724850962",RNU_C003M.csv,,
RNU_C003M_DP0010,DP,DP,RNU,RANAU,81,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,6.001631032,116.7250045,6982236,In Service,"https://www.google.com/maps?q=6.001631032,116.725004495",RNU_C003M.csv,,
RNU_C003M_DP0011,DP,DP,RNU,RANAU,89,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,5.998072206,116.7245533,6982237,In Service,"https://www.google.com/maps?q=5.998072206,116.724553254",RNU_C003M.csv,,
RNU_C003M_DP0012,DP,DP,RNU,RANAU,97,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,5.998519439,116.7209885,6982240,In Service,"https://www.google.com/maps?q=5.998519439,116.720988455",RNU_C003M.csv,,
RNU_C003M_DP0013,DP,DP,RNU,RANAU,105,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,5.997762834,116.7124304,6982244,In Service,"https://www.google.com/maps?q=5.997762834,116.712430411",RNU_C003M.csv,,
RNU_C003M_DP0014,DP,DP,RNU,RANAU,113,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,5.998182235,116.7154236,6982245,In Service,"https://www.google.com/maps?q=5.998182235,116.715423646",RNU_C003M.csv,,
RNU_C003M_DP0015,DP,DP,RNU,RANAU,221,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU,,89308.0,SABAH,MALAYSIA,5.997431934,116.7158908,6982246,In Service,"https://www.google.com/maps?q=5.997431934,116.715890808",RNU_C003M.csv,,
RNU_C003M_DP0016,DP,DP,RNU,RANAU,129,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,5.997825542,116.7168047,6982247,In Service,"https://www.google.com/maps?q=5.997825542,116.716804717",RNU_C003M.csv,,
RNU_C003M_DP001A,FTB,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN,SK LOHAN,89308.0,SABAH,MALAYSIA,5.997684211,116.7215078,5314550,In Service,"https://www.google.com/maps?q=5.997684211,116.721507763",RNU_C003M.csv,,
RNU_C003M_DP001B,FTB,DP,RNU,RANAU,7,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU,,89308.0,SABAH,MALAYSIA,5.998135966,116.7190389,6994650,In Service,"https://www.google.com/maps?q=5.998135966,116.71903886",RNU_C003M.csv,,
RNU_C003M_DP003A,FTB,DP,RNU,RANAU,21,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,6.005442112,116.7242709,6994577,In Service,"https://www.google.com/maps?q=6.005442112,116.724270934",RNU_C003M.csv,,
RNU_C003M_DP004A,FTB,DP,RNU,RANAU,28,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,6.00454781,116.7261861,6994584,In Service,"https://www.google.com/maps?q=6.00454781,116.726186147",RNU_C003M.csv,,
RNU_C003M_DP005A,FTB,DP,RNU,RANAU,45,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,6.005715602,116.7294494,6994602,In Service,"https://www.google.com/maps?q=6.005715602,116.729449406",RNU_C003M.csv,,
RNU_C003M_DP006A,FTB,,RNU,RANAU,125040,-,-,-,KAMPUNG LOHAN 1,-,,SABAH,MALAYSIA,6.003693,116.728915,10653327,In Service,"https://www.google.com/maps?q=6.003693,116.728915",RNU_C003M.csv,,
RNU_C003M_DP007A,FTB,DP,RNU,RANAU,61,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,6.002165253,116.7297637,6994606,In Service,"https://www.google.com/maps?q=6.002165253,116.729763725",RNU_C003M.csv,,
RNU_C003M_DP007B,FTB,DP,RNU,RANAU,65,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,6.002348101,116.7284822,6994609,In Service,"https://www.google.com/maps?q=6.002348101,116.728482157",RNU_C003M.csv,,
RNU_C003M_DP009A,FTB,DP,RNU,RANAU,77,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,6.004328751,116.7236845,6994611,In Service,"https://www.google.com/maps?q=6.004328751,116.723684481",RNU_C003M.csv,,
RNU_C003M_DP009B,FTB,DP,RNU,RANAU,81,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,6.004160447,116.7253078,6994616,In Service,"https://www.google.com/maps?q=6.004160447,116.725307798",RNU_C003M.csv,,
RNU_C003M_DP011A,FTB,DP,RNU,RANAU,93,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,5.998131824,116.7259042,6994624,In Service,"https://www.google.com/maps?q=5.998131824,116.725904152",RNU_C003M.csv,,
RNU_C003M_DP012A,FTB,DP,RNU,RANAU,101,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN 1,,89308.0,SABAH,MALAYSIA,5.997561598,116.7232298,6994630,In Service,"https://www.google.com/maps?q=5.997561598,116.723229791",RNU_C003M.csv,,
RNU_C003M_DP013A,FTB,DP,RNU,RANAU,109,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU,,89308.0,SABAH,MALAYSIA,5.99635628,116.7105792,6994636,In Service,"https://www.google.com/maps?q=5.99635628,116.710579227",RNU_C003M.csv,,
RNU_C003M_DP013B,FTB,DP,RNU,RANAU,99087493,,JALAN,LOHAN ULU,KAMPUNG LOHAN ULU,,89307.0,SABAH,MALAYSIA,,,7456229,In Service,,RNU_C003M.csv,,
RNU_C003M_DP016A,FTB,DP,RNU,RANAU,133,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU,,89308.0,SABAH,MALAYSIA,5.996666431,116.7164083,6994649,In Service,"https://www.google.com/maps?q=5.996666431,116.716408326",RNU_C003M.csv,,
RNU_C003M_DP016B,FTB,DP,RNU,RANAU,137,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU,,89308.0,SABAH,MALAYSIA,5.997152509,116.7188885,7131803,In Service,"https://www.google.com/maps?q=5.997152509,116.718888482",RNU_C003M.csv,,
RNU_C004M,FDC,MINI FDC,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN,SMK LOHAN,89308.0,SABAH,MALAYSIA,5.994318676,116.6986035,5313836,In Service,"https://www.google.com/maps?q=5.994318676,116.69860352",RNU_C004M.csv,,
RNU_C004M_DP0001,DP,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,RANAU,SMKA MOHAMAD ALI,89308.0,SABAH,MALAYSIA,5.99871931,116.6981711,5318641,In Service,"https://www.google.com/maps?q=5.99871931,116.698171058",RNU_C004M.csv,,
RNU_C004M_DP0002,DP,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN,SMK LOHAN,89308.0,SABAH,MALAYSIA,5.99474203,116.7009212,5314023,In Service,"https://www.google.com/maps?q=5.99474203,116.700921219",RNU_C004M.csv,,
RNU_C004M_DP0003,DP,DP,RNU,RANAU,,,JALAN,KOMPLEKS SUKAN RANAU,RANAU,KOMPLEKS SUKAN RANAU,89308.0,SABAH,MALAYSIA,5.991290199,116.6853377,6020006,In Service,"https://www.google.com/maps?q=5.991290199,116.685337721",RNU_C004M.csv,,
RNU_C004M_DP0004,DP,DP,RNU,RANAU,,,JALAN,SMK RANAU,RANAU,SMKA MOHD ALI RANAU,89308.0,SABAH,MALAYSIA,6.009169813,116.7070842,6947866,In Service,"https://www.google.com/maps?q=6.009169813,116.707084197",RNU_C004M.csv,,
RNU_C004M_DP0005,DP,DP,RNU,RANAU,,,JALAN,RANAU,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.999826922,116.6978008,6947922,In Service,"https://www.google.com/maps?q=5.999826922,116.697800794",RNU_C004M.csv,,
RNU_C004M_DP0006,DP,DP,RNU,RANAU,,,JALAN,PORING,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.993266497,116.6965754,6947932,In Service,"https://www.google.com/maps?q=5.993266497,116.696575384",RNU_C004M.csv,,
RNU_C004M_DP0007,DP,DP,RNU,RANAU,,,JALAN,LOHAN PERDANA,KAMPUNG LOHAN,,89308.0,SABAH,MALAYSIA,5.992315081,116.6977922,6947937,In Service,"https://www.google.com/maps?q=5.992315081,116.697792182",RNU_C004M.csv,,
RNU_C004M_DP0008,DP,DP,RNU,RANAU,,,JALAN,LOHAN,KAMPUNG LOHAN,,89308.0,SABAH,MALAYSIA,5.993689518,116.7049475,6947958,In Service,"https://www.google.com/maps?q=5.993689518,116.704947474",RNU_C004M.csv,,
RNU_C004M_DP0009,DP,DP,RNU,RANAU,,,JALAN,LOHAN,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.99516342,116.7057443,6947972,In Service,"https://www.google.com/maps?q=5.99516342,116.705744317",RNU_C004M.csv,,
RNU_C004M_DP0010,DP,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.996085739,116.7060919,6947978,In Service,"https://www.google.com/maps?q=5.996085739,116.706091887",RNU_C004M.csv,,
RNU_C004M_DP0011,DP,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.995697242,116.703728,6947982,In Service,"https://www.google.com/maps?q=5.995697242,116.703727979",RNU_C004M.csv,,
RNU_C004M_DP0012,DP,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.995495911,116.7021834,6947996,In Service,"https://www.google.com/maps?q=5.995495911,116.702183368",RNU_C004M.csv,,
RNU_C004M_DP0013,DP,DP,RNU,RANAU,RUMAH KAKITANGAN SMK LOHAN,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.995571539,116.7011216,6948000,In Service,"https://www.google.com/maps?q=5.995571539,116.701121589",RNU_C004M.csv,,
RNU_C004M_DP0014,DP,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU RANAU,FLAT GURU SMK LOHAN,89308.0,SABAH,MALAYSIA,5.99514151,116.6991063,6948006,In Service,"https://www.google.com/maps?q=5.99514151,116.699106291",RNU_C004M.csv,,
RNU_C004M_DP0015,DP,DP,RNU,RANAU,,,JALAN,RANAU SANDAKAN,KAMPUNG LOHAN,HADAPAN HARRISON RANAU,89308.0,SABAH,MALAYSIA,5.985754045,116.6939665,7022439,In Service,"https://www.google.com/maps?q=5.985754045,116.693966525",RNU_C004M.csv,,
RNU_C004M_DP0016,DP,DP,RNU,RANAU,,,JALAN,LOHAN PERDANA,KAMPUNG LOHAN ULU,,89308.0,SABAH,MALAYSIA,5.992796536,116.6984395,7201369,In Service,"https://www.google.com/maps?q=5.992796536,116.698439459",RNU_C004M.csv,,
RNU_C004M_DP001A,FTB,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,RANAU,SMKA MOHAMAD ALI,89308.0,SABAH,MALAYSIA,6.008905053,116.7050543,5318646,In Service,"https://www.google.com/maps?q=6.008905053,116.705054313",RNU_C004M.csv,,
RNU_C004M_DP002A,FTB,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN,SMK LOHAN,89308.0,SABAH,MALAYSIA,5.99591511,116.7047913,5314602,In Service,"https://www.google.com/maps?q=5.99591511,116.704791262",RNU_C004M.csv,,
RNU_C004M_DP003A,FTB,DP,RNU,RANAU,,,JALAN,KOMPLEKS SUKAN RANAU,RANAU,HOSTEL KOMPLEKS SUKAN RANAU,89308.0,SABAH,MALAYSIA,5.99048643,116.6856209,6020064,In Service,"https://www.google.com/maps?q=5.99048643,116.685620915",RNU_C004M.csv,,
RNU_C004M_DP004A,FTB,DP,RNU,RANAU,,,JALAN,PORING,RANAU,SM AGAMA LOHAN,89308.0,SABAH,MALAYSIA,6.007824111,116.7073169,6948021,In Service,"https://www.google.com/maps?q=6.007824111,116.707316889",RNU_C004M.csv,,
RNU_C004M_DP005A,FTB,DP,RNU,RANAU,,,JALAN,LOHAN,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.99771923,116.6969823,6948039,In Service,"https://www.google.com/maps?q=5.99771923,116.696982311",RNU_C004M.csv,,
RNU_C004M_DP005B,FTB,DP,RNU,RANAU,,,JALAN,LOHAN,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,6.003534076,116.6980122,6948045,In Service,"https://www.google.com/maps?q=6.003534076,116.69801215",RNU_C004M.csv,,
RNU_C004M_DP006A,FTB,DP,RNU,RANAU,,,JALAN,PORING,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.994588421,116.6962709,6948056,In Service,"https://www.google.com/maps?q=5.994588421,116.696270909",RNU_C004M.csv,,
RNU_C004M_DP007A,FTB,DP,RNU,RANAU,,,JALAN,LOHAN PERDANA,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.991809973,116.6971419,6948060,In Service,"https://www.google.com/maps?q=5.991809973,116.697141891",RNU_C004M.csv,,
RNU_C004M_DP008A,FTB,DP,RNU,RANAU,,,JALAN,LOHAN,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.993193192,116.7045659,6948088,In Service,"https://www.google.com/maps?q=5.993193192,116.704565864",RNU_C004M.csv,,
RNU_C004M_DP008B,FTB,DP,RNU,RANAU,,,JALAN,LOHAN,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.994539333,116.7031656,6948092,In Service,"https://www.google.com/maps?q=5.994539333,116.703165551",RNU_C004M.csv,,
RNU_C004M_DP009A,FTB,DP,RNU,RANAU,,,JALAN,LOHAN,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.994333007,116.705449,6948098,In Service,"https://www.google.com/maps?q=5.994333007,116.70544897",RNU_C004M.csv,,
RNU_C004M_DP010A,FTB,DP,RNU,RANAU,,,JALAN,LOHAN,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.994846861,116.7066372,6948101,In Service,"https://www.google.com/maps?q=5.994846861,116.706637238",RNU_C004M.csv,,
RNU_C004M_DP010B,FTB,DP,RNU,RANAU,,,JALAN,LOHAN,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.994682992,116.7068729,6948106,In Service,"https://www.google.com/maps?q=5.994682992,116.706872895",RNU_C004M.csv,,
RNU_C004M_DP011A,FTB,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.995994714,116.704803,6948112,In Service,"https://www.google.com/maps?q=5.995994714,116.704802962",RNU_C004M.csv,,
RNU_C004M_DP011B,FTB,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.997549949,116.7114179,6948116,In Service,"https://www.google.com/maps?q=5.997549949,116.711417939",RNU_C004M.csv,,
RNU_C004M_DP013A,FTB,DP,RNU,RANAU,RUMAH KAKITANGAN SMK LOHAN,,JALAN,SMK LOHAN,KAMPUNG LOHAN,,89308.0,SABAH,MALAYSIA,5.995962124,116.7015733,6948136,In Service,"https://www.google.com/maps?q=5.995962124,116.701573332",RNU_C004M.csv,,
RNU_C004M_DP014A,FTB,DP,RNU,RANAU,,,JALAN,SMK LOHAN,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.995445532,116.6990146,6948150,In Service,"https://www.google.com/maps?q=5.995445532,116.69901459",RNU_C004M.csv,,
RNU_C004M_DP014B,FTB,DP,RNU,RANAU,,,JALAN,PORING,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.995669693,116.6991742,6948153,In Service,"https://www.google.com/maps?q=5.995669693,116.69917415",RNU_C004M.csv,,
RNU_C004M_DP015A,FTB,DP,RNU,RANAU,,,JALAN,RANAU SANDAKAN,KAMPUNG KARANAAN BARU,HADAPAN GERAI,89308.0,SABAH,MALAYSIA,5.98593204,116.6911351,7022460,Planned,"https://www.google.com/maps?q=5.98593204,116.691135092",RNU_C004M.csv,,
RNU_C004M_DP015B,FTB,DP,RNU,RANAU,,,JALAN,RANAU SANDAKAN,KAMPUNG KARANAAN BARU,,89308.0,SABAH,MALAYSIA,,,7882906,In Service,,RNU_C004M.csv,,
RNU_C004M_DP016A,FTB,DP,RNU,RANAU,,,JALAN,LOHAN PERDANA,KAMPUNG LOHAN ULU RANAU,,89308.0,SABAH,MALAYSIA,5.991570717,116.6974013,7212997,In Service,"https://www.google.com/maps?q=5.991570717,116.697401299",RNU_C004M.csv,,
RNU_C005M,FDC,MINI FDC,RNU,RANAU,,,JALAN,SMK RANAU,RANAU,,89308.0,SABAH,MALAYSIA,5.965889852,116.6781928,5288346,In Service,"https://www.google.com/maps?q=5.965889852,116.678192779",RNU_C005M.csv,,
RNU_C005M_DP0001,DP,DP,RNU,RANAU,,,JALAN,SMK RANAU,RANAU,,89308.0,SABAH,MALAYSIA,5.970018065,116.6768894,5288371,In Service,"https://www.google.com/maps?q=5.970018065,116.676889421",RNU_C005M.csv,,
RNU_C005M_DP0002,DP,DP,RNU,RANAU,,1,JALAN,RANAU,RANAU,,89308.0,SABAH,MALAYSIA,5.96533594,116.6780596,5403899,In Service,"https://www.google.com/maps?q=5.96533594,116.678059624",RNU_C005M.csv,,
RNU_C005M_DP0003,DP,DP,RNU,RANAU,,,JALAN,RANAU SANDAKAN,RANAU,SK KILIMU,89308.0,SABAH,MALAYSIA,5.973681741,116.6800711,5300304,In Service,"https://www.google.com/maps?q=5.973681741,116.680071118",RNU_C005M.csv,,
RNU_C005M_DP0004,DP,DP,RNU,RANAU,,,JALAN,RANAU SANDAKAN,KG KILIMU,,89308.0,SABAH,MALAYSIA,5.977229963,116.6811887,6309215,In Service,"https://www.google.com/maps?q=5.977229963,116.681188743",RNU_C005M.csv,,
RNU_C005M_DP0005,DP,DP,RNU,RANAU,,,JALAN,RANAU SANDAKAN,KG KILIMU,,89308.0,SABAH,MALAYSIA,5.975996719,116.6802711,6309218,In Service,"https://www.google.com/maps?q=5.975996719,116.680271065",RNU_C005M.csv,,
RNU_C005M_DP0006,DP,DP,RNU,RANAU,,,JALAN,RANAU SANDAKAN,KG LASING,,89308.0,SABAH,MALAYSIA,5.964301903,116.676694,6309221,In Service,"https://www.google.com/maps?q=5.964301903,116.676693961",RNU_C005M.csv,,
RNU_C005M_DP0007,DP,DP,RNU,RANAU,,,JALAN,RANAU SANDAKAN,KG LASING,,89308.0,SABAH,MALAYSIA,5.964040645,116.6778802,6309227,In Service,"https://www.google.com/maps?q=5.964040645,116.677880166",RNU_C005M.csv,,
RNU_C005M_DP0008,DP,DP,RNU,RANAU,,,JALAN,RANAU SANDAKAN,KG LASING,,89308.0,SABAH,MALAYSIA,5.965211207,116.6791133,6309236,In Service,"https://www.google.com/maps?q=5.965211207,116.67911332",RNU_C005M.csv,,
RNU_C005M_DP0009,DP,DP,RNU,RANAU,,,JALAN,RANAU SANDAKAN,KG LASING,,89308.0,SABAH,MALAYSIA,5.96439912,116.678178,6309250,In Service,"https://www.google.com/maps?q=5.96439912,116.678178024",RNU_C005M.csv,,
RNU_C005M_DP0010,DP,DP,RNU,RANAU,,,JALAN,RANAU SANDAKAN,KG LASING,,89308.0,SABAH,MALAYSIA,5.965537209,116.678154,6309252,In Service,"https://www.google.com/maps?q=5.965537209,116.678153975",RNU_C005M.csv,,
RNU_C005M_DP0011,DP,DP,RNU,RANAU,,,JALAN,RANAU SANDAKAN,KG LASING,,89308.0,SABAH,MALAYSIA,5.967263478,116.6791244,6309256,In Service,"https://www.google.com/maps?q=5.967263478,116.679124372",RNU_C005M.csv,,
RNU_C005M_DP0012,DP,DP,RNU,RANAU,,,JALAN,RANAU SANDAKAN,SMK RANAU,KWARTERS GURU,89308.0,SABAH,MALAYSIA,5.975481468,116.674508,6309259,In Service,"https://www.google.com/maps?q=5.975481468,116.674508041",RNU_C005M.csv,,
RNU_C005M_DP0013,DP,DP,RNU,RANAU,,,JALAN,RANAU SANDAKAN,RANAU,WISMA HIDAYAT,89308.0,SABAH,MALAYSIA,5.966249277,116.6785055,6309269,In Service,"https://www.google.com/maps?q=5.966249277,116.678505452",RNU_C005M.csv,,
RNU_C005M_DP001A,FTB,DP,RNU,RANAU,,,JALAN,SMK RANAU,RANAU,,89308.0,SABAH,MALAYSIA,5.974791886,116.6755385,5288386,In Service,"https://www.google.com/maps?q=5.974791886,116.675538529",RNU_C005M.csv,,
RNU_C005M_DP002A,FTB,DP,RNU,RANAU,,2,JALAN,RANAU,RANAU,,89308.0,SABAH,MALAYSIA,5.967435387,116.6792037,5403909,In Service,"https://www.google.com/maps?q=5.967435387,116.679203652",RNU_C005M.csv,,
RNU_C005M_DP003A,FTB,DP,RNU,RANAU,,,JALAN,RANAU SANDAKAN,RANAU,SK KILIMU,89308.0,SABAH,MALAYSIA,5.97923701,116.6834033,5300341,In Service,"https://www.google.com/maps?q=5.97923701,116.683403335",RNU_C005M.csv,,
RNU_C005M_DP003B,FTB,DP,RNU,RANAU,BILIK SERVER,,JALAN,RANAU SANDAKAN,RANAU,SK KILIMU,89308.0,SABAH,MALAYSIA,,,7600164,In Service,,RNU_C005M.csv,,
