FDC_FDP,Type,Description,Parent Site,City,House No,Floor No,Street Type,Street Name,Section,Building,Postcode,State,Country,Latitude,Longitude,Site Inst ID,Status,Google Maps Link,Source File,Duplicate Source Files,Source_File
RNU_C023_DP0005,DP,DP,RNU,RANAU,JKR4911,,JALAN,MUHIBBAH,RUMAH KAKITANGAN KERAJAAN,,89300.0,SABAH,MALAYSIA,5.958179808,116.6687944,6647675,In Service,,,,SIte List (17).csv
RNU_C023_DP0006,DP,DP,RNU,RANAU,JKR4912,,JALAN,MUHIBBAH,RUMAH KAKITANGAN KERAJAAN,,89300.0,SABAH,MALAYSIA,5.95835948,116.6703661,6647679,In Service,,,,SIte List (17).csv
RNU_C023_DP0007,DP,DP,RNU,RANAU,DEPAN LOT 5,,JALAN,MUHIBBAH,RUMAH KAKITANGAN JPT,,89300.0,SABAH,MALAYSIA,5.957586041,116.6698125,6647685,In Service,,,,SIte List (17).csv
RNU_C023_DP0008,DP,DP,RNU,RANAU,,,JALAN,SINARUT BARU,KAMPUNG SINARUT BARU,H39091,89300.0,SABAH,MALAYSIA,5.966380006,116.6704342,6647687,In Service,,,,SIte List (17).csv
RNU_C023_DP0009,DP,DP,RNU,RANAU,Dec-06,,JALAN,SINARUT BARU,KAMPUNG SINARUT BARU,,89300.0,SABAH,MALAYSIA,5.965706956,116.6702658,6647692,In Service,,,,SIte List (17).csv
RNU_C023_DP0010,DP,DP,RNU,RANAU,H08516,,JALAN,SINARUT BARU,KAMPUNG SINARUT BARU,,89300.0,SABAH,MALAYSIA,5.964710845,116.6693127,6647697,In Service,,,,SIte List (17).csv
RNU_C023_DP0011,DP,DP,RNU,RANAU,H30465,,JALAN,SINARUT BARU,KAMPUNG SINARUT BARU,,89300.0,SABAH,MALAYSIA,5.964853732,116.6686605,6647701,In Service,,,,SIte List (17).csv
RNU_C023_DP0012,DP,DP,RNU,RANAU,H0355,,JALAN,SINARUT BARU,KAMPUNG SINARUT BARU,,89300.0,SABAH,MALAYSIA,5.961785484,116.6706141,6647706,In Service,,,,SIte List (17).csv
RNU_C023_DP0013,DP,DP,RNU,RANAU,H2052,,JALAN,TAKURIK RANAU,KAMPUNG TAKURIK RANAU,,89300.0,SABAH,MALAYSIA,5.960635266,116.6713743,6647710,In Service,,,,SIte List (17).csv
RNU_C023_DP0014,DP,DP,RNU,RANAU,460,,JALAN,MAMUT,KAMPUNG TAKURIK,,89300.0,SABAH,MALAYSIA,5.961558212,116.6719114,6647714,In Service,,,,SIte List (17).csv
RNU_C023_DP0015,DP,DP,RNU,RANAU,H33984,,JALAN,TAKURIK,KAMPUNG TAKURIK,,89300.0,SABAH,MALAYSIA,5.95929908,116.6725041,6647718,In Service,,,,SIte List (17).csv
RNU_C023_DP0016,DP,DP,RNU,RANAU,5359,,JALAN,KAMPUNG RAPAK,KAMPUNG RAPAK,,89300.0,SABAH,MALAYSIA,5.9581858,116.6742668,6647722,In Service,,,,SIte List (17).csv
RNU_C023_DP0017,DP,DP,RNU,RANAU,,,JALAN,TAKURIK,KAMPUNG TAKURIK,Dec-90,89300.0,SABAH,MALAYSIA,5.958386958,116.6733649,6647725,In Service,,,,SIte List (17).csv
RNU_C023_DP0018,DP,DP,RNU,RANAU,Dec-88,,JALAN,TAKURIK,KAMPUNG TAKURIK,,89300.0,SABAH,MALAYSIA,5.957896628,116.6728376,6647730,In Service,,,,SIte List (17).csv
RNU_C023_DP0019,DP,DP,RNU,RANAU,6206,,JALAN,SINARUT,KAMPUNG SINARUT BARU,,89300.0,SABAH,MALAYSIA,5.965746365,116.6677661,6647734,In Service,,,,SIte List (17).csv
RNU_C023_DP001A,FTB,DP,RNU,RANAU,LOT 30,,JALAN,MAMUT,KAMPUNG KESILADAN,,89308.0,SABAH,MALAYSIA,5.96153913,116.662718,6647753,In Service,,,,SIte List (17).csv
RNU_C023_DP0020,DP,DP,RNU,RANAU,,,JALAN,MAMUT,KAMPUNG KIMOLOHING,,89307.0,SABAH,MALAYSIA,5.963442313,116.657917,8890360,In Service,,,,SIte List (17).csv
RNU_C023_DP0021,DP,DP,RNU,RANAU,,,JALAN,LOMBONG MAMUT,KAMPUNG KESILADAN,,89307.0,SABAH,MALAYSIA,5.96537268,116.660097,10930615,In Service,,,,SIte List (17).csv
RNU_C023_DP0022,DP,DP,RNU,RANAU,,,JALAN,LOMBONG MAMUT,KAMPUNG KASILADAN,,89308.0,SABAH,MALAYSIA,5.959583818,116.6587059,10930616,In Service,,,,SIte List (17).csv
RNU_C023_DP005A,FTB,DP,RNU,RANAU,DEPAN LOT 6,,JALAN,TAMAN,PEKAN RANAU,BLOK B,89308.0,SABAH,MALAYSIA,5.958084144,116.6679792,6647756,In Service,,,,SIte List (17).csv
RNU_C023_DP019A,FTB,DP,RNU,RANAU,19A,,JALAN,SINARUT BARU,KAMPUNG SINARUT BARU,,89300.0,SABAH,MALAYSIA,5.966961304,116.6676014,6647760,In Service,,,,SIte List (17).csv
RNU_C023_DP020A,FTB,DP,RNU,RANAU,,,JALAN,MAMUT,KAMPUNG KIMOLOHING,,89307.0,SABAH,MALAYSIA,5.963577313,116.6571506,8890193,Planned,,,,SIte List (17).csv
RNU_C023_DP021A,FTB,DP,RNU,RANAU,,,JALAN,LOMBONG MAMUT,KAMPUNG KESILADAN,,89307.0,SABAH,MALAYSIA,5.969623569,116.6546684,10930617,In Service,,,,SIte List (17).csv
RNU_C023_DP022A,FTB,DP,RNU,RANAU,,,JALAN,LOMBONG MAMUT,KAMPUNG KESILADAN,,89308.0,SABAH,MALAYSIA,5.961479967,116.6587363,10930618,In Service,,,,SIte List (17).csv
RNU_C032M,FDC,MINI FDC,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,5.960734823,116.6940778,8049314,In Service,,,,SIte List (24).csv
RNU_C032M_DP0001,DP,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,5.975748364,116.7038181,8049332,In Service,,,,SIte List (24).csv
RNU_C032M_DP0002,DP,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,5.974674038,116.7034509,8049338,In Service,,,,SIte List (24).csv
RNU_C032M_DP0003,DP,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,5.973726102,116.7025614,8049343,In Service,,,,SIte List (24).csv
RNU_C032M_DP0004,DP,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,5.972714968,116.7019189,8049344,In Service,,,,SIte List (24).csv
RNU_C032M_DP0005,DP,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,5.971317635,116.7028155,8049353,In Service,,,,SIte List (24).csv
RNU_C032M_DP0006,DP,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,5.970229257,116.7049759,8049357,In Service,,,,SIte List (24).csv
RNU_C032M_DP0007,DP,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,5.969084702,116.7044393,8049364,In Service,,,,SIte List (24).csv
RNU_C032M_DP0008,DP,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,5.970355649,116.7032815,8049367,In Service,,,,SIte List (24).csv
RNU_C032M_DP0009,DP,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,5.967926652,116.7012737,8049370,In Service,,,,SIte List (24).csv
RNU_C032M_DP0010,DP,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,5.961842661,116.6964934,8049374,In Service,,,,SIte List (24).csv
RNU_C032M_DP0011,DP,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,5.960698787,116.695665,8049379,In Service,,,,SIte List (24).csv
RNU_C032M_DP0012,DP,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,5.963063937,116.6941085,8049383,In Service,,,,SIte List (24).csv
RNU_C032M_DP0013,DP,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,SK KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,5.961133975,116.6936398,8049388,In Service,,,,SIte List (24).csv
RNU_C032M_DP0014,DP,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG KOKOB BARU,,89300.0,SABAH,MALAYSIA,5.974787537,116.6911174,8851342,In Service,,,,SIte List (24).csv
RNU_C032M_DP0015,DP,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG KOKOB BARU,,89300.0,SABAH,MALAYSIA,5.973943186,116.6990791,8851343,In Service,,,,SIte List (24).csv
RNU_C032M_DP004A,FTB,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,,,8049392,In Service,,,,SIte List (24).csv
RNU_C032M_DP006A,FTB,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,,,8049398,In Service,,,,SIte List (24).csv
RNU_C032M_DP011A,FTB,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,,,8049400,In Service,,,,SIte List (24).csv
RNU_C032M_DP012A,FTB,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,,,8049406,In Service,,,,SIte List (24).csv
RNU_C032M_DP013A,FTB,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,,,8049411,In Service,,,,SIte List (24).csv
RNU_C032M_DP013B,FTB,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG LIBANG,,89308.0,SABAH,MALAYSIA,,,8049414,In Service,,,,SIte List (24).csv
RNU_C032M_DP014A,FTB,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG KOKOB BARU,,89300.0,SABAH,MALAYSIA,5.974209598,116.6922074,8851344,In Service,,,,SIte List (24).csv
RNU_C032M_DP015A,FTB,DP,RNU,RANAU,,,JALAN,LIBANG MARAKAU,KAMPUNG KOKOB BARU,,89300.0,SABAH,MALAYSIA,5.973489416,116.6968962,8851345,In Service,,,,SIte List (24).csv
RNU_C033M,FDC,DP,RNU,RANAU,,,JALAN,BONGKUD SINGARON BARU,KAMPUNG SINGGARON,,89300.0,SABAH,MALAYSIA,6.007646322,116.78956,8514970,In Service,,,,SIte List (25).csv
RNU_C033M_DP0001,DP,DP,RNU,RANAU,,,JALAN,BONGKUD SINGARON BARU,KAMPUNG SINGGARON,,89300.0,SABAH,MALAYSIA,6.02502,116.7992308,8513845,In Service,,,,SIte List (25).csv
RNU_C033M_DP0002,DP,DP,RNU,RANAU,,,JALAN,BONGKUD SINGARON BARU,KAMPUNG SINGGARON,,89300.0,SABAH,MALAYSIA,6.022568272,116.7988233,8514971,In Service,,,,SIte List (25).csv
RNU_C033M_DP0003,DP,DP,RNU,RANAU,,,JALAN,BONGKUD SINGARON BARU,KAMPUNG SINGGARON,,89300.0,SABAH,MALAYSIA,6.023375104,116.7978033,8513846,In Service,,,,SIte List (25).csv
RNU_C033M_DP0004,DP,DP,RNU,RANAU,,,JALAN,BONGKUD SINGARON BARU,KAMPUNG SINGGARON,,89300.0,SABAH,MALAYSIA,6.022853739,116.7976985,8514987,In Service,,,,SIte List (25).csv
RNU_C033M_DP0005,DP,DP,RNU,RANAU,,,JALAN,BONGKUD SINGARON BARU,KAMPUNG SINGGARON,,89300.0,SABAH,MALAYSIA,6.022199682,116.7979055,8514988,In Service,,,,SIte List (25).csv
RNU_C033M_DP0006,DP,DP,RNU,RANAU,,,JALAN,BONGKUD SINGARON BARU,KAMPUNG LUTUT,,89300.0,SABAH,MALAYSIA,6.00686376,116.7941278,8514989,In Service,,,,SIte List (25).csv
RNU_C033M_DP0007,DP,DP,RNU,RANAU,,,JALAN,BONGKUD SINGARON BARU,KAMPUNG LUTUT,,89300.0,SABAH,MALAYSIA,6.006817,116.7931254,8514990,In Service,,,,SIte List (25).csv
RNU_C033M_DP0008,DP,DP,RNU,RANAU,,,JALAN,BONGKUD SINGARON BARU,KAMPUNG LUTUT,,89300.0,SABAH,MALAYSIA,6.007803776,116.7931562,8514991,In Service,,,,SIte List (25).csv
RNU_C033M_DP0009,DP,DP,RNU,RANAU,,,JALAN,BONGKUD SINGARON BARU,RANAU,,89300.0,SABAH,MALAYSIA,6.023343949,116.7983089,8697533,In Service,,,,SIte List (25).csv
RNU_C033M_DP0010,DP,DP,RNU,RANAU,,,JALAN,BONGKUD SINGARON BARU,RANAU,,89300.0,SABAH,MALAYSIA,6.02315395,116.7973896,8697534,In Service,,,,SIte List (25).csv
RNU_C033M_DP001A,FTB,DP,RNU,RANAU,,,JALAN,BONGKUD SINGARON BARU,KAMPUNG SINGGARON,,89300.0,SABAH,MALAYSIA,6.02649194,116.8024212,8514993,In Service,,,,SIte List (25).csv
RNU_C033M_DP003A,FTB,DP,RNU,RANAU,,,JALAN,BONGKUD SINGARON BARU,KAMPUNG SINGGARON,,89300.0,SABAH,MALAYSIA,6.023752605,116.7986483,8514994,In Service,,,,SIte List (25).csv
RNU_C033M_DP005A,FTB,DP,RNU,RANAU,,,JALAN,BONGKUD SINGARON BARU,KAMPUNG SINGGARON,,89300.0,SABAH,MALAYSIA,6.020955164,116.7991052,8514995,In Service,,,,SIte List (25).csv
RNU_C033M_DP006A,FTB,DP,RNU,RANAU,,,JALAN,BONGKUD SINGARON BARU,KAMPUNG LUTUT,,89300.0,SABAH,MALAYSIA,6.007865947,116.7945591,8514992,In Service,,,,SIte List (25).csv
RNU_C020M,FDC,MINI FDC,RNU,RANAU,,,JALAN,MASJID LAMA,PASIR PUTIH,,89308.0,SABAH,MALAYSIA,5.947178423,116.6705427,6357790,In Service,,,,SIte List (14).csv
RNU_C020M_DP0001,DP,DP,RNU,RANAU,,,JALAN,LINGKUDAU,PASIR PUTIH,,89308.0,SABAH,MALAYSIA,5.948964521,116.6683205,6357815,In Service,,,,SIte List (14).csv
RNU_C020M_DP0002,DP,DP,RNU,RANAU,,,JALAN,LINGKUDAU,PASIR PUTIH,,89308.0,SABAH,MALAYSIA,5.94968581,116.6687802,6358498,In Service,,,,SIte List (14).csv
RNU_C020M_DP0003,DP,DP,RNU,RANAU,,,JALAN,LINGKUDAU,PASIR PUTIH,,89308.0,SABAH,MALAYSIA,5.949315382,116.6687153,6358501,In Service,,,,SIte List (14).csv
RNU_C020M_DP0004,DP,DP,RNU,RANAU,,,JALAN,LINGKUDAU,PASIR PUTIH,,89308.0,SABAH,MALAYSIA,5.94861478,116.6698989,6358502,In Service,,,,SIte List (14).csv
RNU_C020M_DP0005,DP,DP,RNU,RANAU,,,JALAN,MASJID LAMA,PASIR PUTIH,(SATU BOX DP0011),89308.0,SABAH,MALAYSIA,5.948526259,116.6705972,6358508,In Service,,,,SIte List (14).csv
RNU_C020M_DP0006,DP,DP,RNU,RANAU,,,JALAN,MASJID LAMA,PASIR PUTIH,,89308.0,SABAH,MALAYSIA,5.947302507,116.6678701,6358531,In Service,,,,SIte List (14).csv
RNU_C020M_DP0007,DP,DP,RNU,RANAU,,,JALAN,MASJID LAMA,PASIR PUTIH,,89308.0,SABAH,MALAYSIA,5.946969706,116.6688666,6358533,In Service,,,,SIte List (14).csv
RNU_C020M_DP0008,DP,DP,RNU,RANAU,,,JALAN,PAKA 2,PASIR PUTIH,,89308.0,SABAH,MALAYSIA,5.946120214,116.6691388,6358534,In Service,,,,SIte List (14).csv
RNU_C020M_DP0009,DP,DP,RNU,RANAU,,,JALAN,MASJID LAMA,PASIR PUTIH,,89308.0,SABAH,MALAYSIA,5.945531072,116.6707167,6358556,In Service,,,,SIte List (14).csv
RNU_C020M_DP0010,DP,DP,RNU,RANAU,,,JALAN,MASJID LAMA,PASIR PUTIH,,89308.0,SABAH,MALAYSIA,5.946196317,116.6711076,6358559,In Service,,,,SIte List (14).csv
RNU_C020M_DP0011,DP,DP,RNU,RANAU,99222109,,JALAN,MASJID LAMA,KAMPUNG LINGKUDAU,,89307.0,SABAH,MALAYSIA,5.948465559,116.6705866,6813002,In Service,,,,SIte List (14).csv
RNU_C020M_DP0012,DP,DP,RNU,RANAU,89,,JALAN,PAKA 2,KAMPUNG PAKA 2,,89308.0,SABAH,MALAYSIA,0.0,0.0,7033108,In Service,,,,SIte List (14).csv
RNU_C020M_DP001A,FTB,DP,RNU,RANAU,,,JALAN,LINGKUDAU,PASIR PUTIH,,89308.0,SABAH,MALAYSIA,5.949435513,116.6677818,6358567,In Service,,,,SIte List (14).csv
RNU_C020M_DP001B,FTB,DP,RNU,RANAU,,,JALAN,LINGKUDAU,PASIR PUTIH,,89308.0,SABAH,MALAYSIA,5.94917018,116.6674126,6358573,In Service,,,,SIte List (14).csv
RNU_C020M_DP004A,FTB,DP,RNU,RANAU,,,JALAN,LINGKUDAU,PASIR PUTIH,,89308.0,SABAH,MALAYSIA,5.948762477,116.6692855,6358575,In Service,,,,SIte List (14).csv
RNU_C020M_DP008A,FTB,DP,RNU,RANAU,,,JALAN,MASJID LAMA,PASIR PUTIH,,89308.0,SABAH,MALAYSIA,5.946446502,116.6700902,6358600,In Service,,,,SIte List (14).csv
RNU_C022M,FDC,MINI FDC,RNU,RANAU,,,JALAN,LINGKUDAU MATAN KITUNTUL,KG SILOU,,89308.0,SABAH,MALAYSIA,5.927971827,116.6743527,6507144,In Service,,,,SIte List (16).csv
RNU_C022M_DP0001,DP,DP,RNU,RANAU,,,JALAN,LINGKUDAU MATAN KITUNTUL,KG SILOU,,89308.0,SABAH,MALAYSIA,5.928173998,116.6813577,6507163,In Service,,,,SIte List (16).csv
RNU_C022M_DP0002,DP,DP,RNU,RANAU,,,JALAN,LINGKUDAU MATAN KITUNTUL,KG SILOU,,89308.0,SABAH,MALAYSIA,5.929351665,116.6793158,6507172,In Service,,,,SIte List (16).csv
RNU_C022M_DP0003,DP,DP,RNU,RANAU,,,JALAN,LINGKUDAU MATAN KITUNTUL,KG SILOU,,89308.0,SABAH,MALAYSIA,5.928591572,116.6782769,6507175,In Service,,,,SIte List (16).csv
RNU_C022M_DP0004,DP,DP,RNU,RANAU,,,JALAN,LINGKUDAU MATAN KITUNTUL,KG SILOU,,89308.0,SABAH,MALAYSIA,5.925807318,116.6759427,6507177,In Service,,,,SIte List (16).csv
RNU_C022M_DP0005,DP,DP,RNU,RANAU,,,JALAN,LINGKUDAU MATAN KITUNTUL,KG SILOU,,89308.0,SABAH,MALAYSIA,5.928381005,116.6741033,6527402,In Service,,,,SIte List (16).csv
RNU_C022M_DP0006,DP,DP,RNU,RANAU,6,,JALAN,SILOU,KAMPUNG SILOU,,89300.0,SABAH,MALAYSIA,5.929552914,116.6743755,7275758,In Service,,,,SIte List (16).csv
RNU_C022M_DP0007,DP,DP,RNU,RANAU,7,,JALAN,SILOU,KAMPUNG SILOU,,89300.0,SABAH,MALAYSIA,5.928505882,116.6731953,7275759,In Service,,,,SIte List (16).csv
RNU_C022M_DP0008,DP,DP,RNU,RANAU,8,,JALAN,SILOU,KAMPUNG SILOU,,89300.0,SABAH,MALAYSIA,5.928642827,116.6738702,7275760,In Service,,,,SIte List (16).csv
RNU_C022M_DP0009,DP,DP,RNU,RANAU,9,,JALAN,KITUNTUL,KAMPUNG KITUNTUL BARU,,89300.0,SABAH,MALAYSIA,5.930828181,116.6789497,7388863,In Service,,,,SIte List (16).csv
RNU_C022M_DP0010,DP,DP,RNU,RANAU,10,,JALAN,KITUNTUL,KAMPUNG KITUNTUL BARU,,89300.0,SABAH,MALAYSIA,5.930533758,116.6786196,7388874,In Service,,,,SIte List (16).csv
RNU_C022M_DP006A,FTB,DP,RNU,RANAU,6A,,JALAN,SILOU,KAMPUNG SILOU,,89300.0,SABAH,MALAYSIA,5.929083548,116.6723336,7275767,In Service,,,,SIte List (16).csv
RNU_C022M_DP008A,FTB,DP,RNU,RANAU,8A,,JALAN,SILOU,KAMPUNG SILOU,,89300.0,SABAH,MALAYSIA,5.927391687,116.6765533,7275768,In Service,,,,SIte List (16).csv
RNU_C034M,FDC,DP,RNU,RANAU,,,JALAN,RANAU-SANDAKAN,KAMPUNG KIPALIU,,89300.0,SABAH,MALAYSIA,5.973425598,116.7359025,8089724,In Service,,,,
RNU_C034M_DP0001,DP,DP,RNU,RANAU,,,JALAN,RANAU-SANDAKAN,KAMPUNG KIPALIU,,89300.0,SABAH,MALAYSIA,5.973002312,116.7359375,8089872,In Service,,,,
RNU_C034M_DP0002,DP,DP,RNU,TELUPID,,,JALAN,RANAU-SANDAKAN,KAMPUNG KIPALIU,,89300.0,SABAH,MALAYSIA,5.972954971,116.7359655,8121706,Planned,,,,
RNU_C034M_DP0003,DP,DP,RNU,TELUPID,,,JALAN,RANAU-SANDAKAN,KAMPUNG MURUK,,89300.0,SABAH,MALAYSIA,5.964643654,116.7521266,8344227,In Service,,,,
RNU_C034M_DP0004,DP,DP,RNU,TELUPID,,,JALAN,RANAU-SANDAKAN,KAMPUNG KIPALIU,,89300.0,SABAH,MALAYSIA,5.966751044,116.7397222,8344228,In Service,,,,
RNU_C034M_DP001A,FTB,DP,RNU,RANAU,,,JALAN,RANAU-SANDAKAN,KAMPUNG KIPALIU,,89300.0,SABAH,MALAYSIA,,,8089725,In Service,,,,
RNU_C034M_DP001B,FTB,DP,RNU,RANAU,,,JALAN,RANAU-SANDAKAN,KAMPUNG KIPALIU,,89300.0,SABAH,MALAYSIA,,,8089726,In Service,,,,
RNU_C034M_DP001C,FTB,DP,RNU,RANAU,,,JALAN,RANAU-SANDAKAN,KAMPUNG KIPALIU,,89300.0,SABAH,MALAYSIA,,,8089887,In Service,,,,
RNU_C034M_DP003A,FTB,DP,RNU,TELUPID,,,JALAN,RANAU-SANDAKAN,KAMPUNG MURUK,,89300.0,SABAH,MALAYSIA,,,8344229,In Service,,,,
RNU_C034M_DP003B,FTB,DP,RNU,TELUPID,,,JALAN,RANAU-SANDAKAN,KAMPUNG MURUK,,89300.0,SABAH,MALAYSIA,5.964854,116.74975,10702678,In Service,,,,
RNU_C034M_DP004A,FTB,DP,RNU,TELUPID,,,JALAN,RANAU-SANDAKAN,KAMPUNG KIPALIU,,89300.0,SABAH,MALAYSIA,,,8344208,In Service,,,,
RNU_C034M_DP004B,FTB,DP,RNU,TELUPID,,,JALAN,RANAU-SANDAKAN,KAMPUNG KIPALIU,,89300.0,SABAH,MALAYSIA,,,8344230,In Service,,,,
RNU_C035M,FDC,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU,,89300.0,SABAH,MALAYSIA,5.992975598,116.6959856,8172991,In Service,,,,
RNU_C035M_DP0001,DP,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU,,89300.0,SABAH,MALAYSIA,5.989835668,116.6997505,8172992,In Service,,,,
RNU_C035M_DP0002,DP,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU,,89300.0,SABAH,MALAYSIA,5.992078511,116.6980891,8172993,In Service,,,,
RNU_C035M_DP0003,DP,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU,,89300.0,SABAH,MALAYSIA,5.99401136,116.6977083,8172994,In Service,,,,
RNU_C035M_DP0004,DP,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU,,89300.0,SABAH,MALAYSIA,5.992646471,116.704595,8608688,In Service,,,,
RNU_C035M_DP0005,DP,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU,,89300.0,SABAH,MALAYSIA,5.997544506,116.7124535,8974527,In Service,,,,
RNU_C035M_DP0006,DP,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU,,89300.0,SABAH,MALAYSIA,5.994539975,116.7075128,10131446,In Service,,,,
RNU_C035M_DP0007,DP,DP,RNU,RANAU,D99459570B,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU,,89300.0,SABAH,MALAYSIA,5.995498492,116.7028649,10775515,In Service,,,,
RNU_C035M_DP002A,FTB,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU,,89300.0,SABAH,MALAYSIA,,,8172996,In Service,,,,
RNU_C035M_DP003A,FTB,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU,,89300.0,SABAH,MALAYSIA,,,8172995,In Service,,,,
RNU_C035M_DP003B,FTB,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU,,89300.0,SABAH,MALAYSIA,5.995389062,116.6983034,9058897,Decommissioned,,,,
RNU_C035M_DP005A,FTB,DP,RNU,RANAU,,,JALAN,LOHAN BONGKUD,KAMPUNG LOHAN ULU,,89300.0,SABAH,MALAYSIA,5.996763989,116.7096687,10365908,In Service,,,,
RNU_C036M,FDC,DP,RNU,RANAU,,,JALAN,LIPASU,KAMPUNG LIPOSU,,89650.0,SABAH,MALAYSIA,5.972449456,116.6340131,8241251,In Service,,,,
RNU_C036M_DP0001,DP,DP,RNU,RANAU,,,JALAN,LIPASU,KAMPUNG LIPOSU,,89650.0,SABAH,MALAYSIA,5.977250596,116.628108,8241252,In Service,,,,
RNU_C036M_DP0002,DP,DP,RNU,RANAU,,,JALAN,LIPASU,KAMPUNG LIPOSU,,89650.0,SABAH,MALAYSIA,5.977240313,116.6303522,8241253,In Service,,,,
RNU_C036M_DP0003,DP,DP,RNU,RANAU,,,JALAN,LIPASU,KAMPUNG LIPOSU,,89650.0,SABAH,MALAYSIA,5.978302313,116.6328864,8241254,In Service,,,,
RNU_C036M_DP0004,DP,DP,RNU,RANAU,,,JALAN,LIPASU,KAMPUNG LIPOSU,,89650.0,SABAH,MALAYSIA,5.97735895,116.6333172,8241255,In Service,,,,
RNU_C036M_DP0005,DP,DP,RNU,RANAU,,,JALAN,LIPASU,KAMPUNG LIPOSU,,89650.0,SABAH,MALAYSIA,5.977033723,116.6270276,8545680,In Service,,,,
RNU_C036M_DP0006,DP,DP,RNU,RANAU,,,JALAN,LIPASU,KAMPUNG LIPOSU,,89650.0,SABAH,MALAYSIA,5.977143535,116.6278614,8545681,In Service,,,,
RNU_C036M_DP0007,DP,DP,RNU,RANAU,,,JALAN,LIPASU,KAMPUNG KIBBAS,,89650.0,SABAH,MALAYSIA,5.967443402,116.631858,10034018,In Service,,,,
RNU_C036M_DP0008,DP,DP,RNU,RANAU,,,JALAN,LIPASU,KAMPUNG KIBBAS,,89650.0,SABAH,MALAYSIA,5.966494896,116.6312397,10034019,In Service,,,,
RNU_C036M_DP0009,DP,DP,RNU,RANAU,,,JALAN,LIPASU,KAMPUNG KIBBAS,,89650.0,SABAH,MALAYSIA,5.961832245,116.6319515,10034021,In Service,,,,
RNU_C036M_DP0010,DP,DP,RNU,RANAU,,,JALAN,LIPASU,KAMPUNG KIBBAS,,89650.0,SABAH,MALAYSIA,5.961045923,116.6331298,10033994,In Service,,,,
